MethodID, MethodName, RequirementID, RequirementName, ClassID, ClassName, Gold, Subject, OwnerClassT, OwnerClassN, OwnerClassE, #callermethods, #callermethodsT, #callermethodsN, #callermethodsE, #callerclasses, #callerclassesT, #callerclassesN, #callerclassesE, #calleemethods, #calleemethodsT, #calleemethodsN, #calleemethodsE, #calleeclasses, #calleeclassesT, #calleeclassesN, #calleeclassesE, CalleePrediction, CallerPrediction
126,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.getPlyGenerator,4,R3,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
126,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.getPlyGenerator,5,R4,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
126,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.getPlyGenerator,6,R5,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
126,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.getPlyGenerator,7,R6,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
126,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.getPlyGenerator,8,R7,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
127,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.isInCheck,1,R0,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,5,5,0,0,3,3,0,0,8,8,0,0,4,3,0,1,null,null
127,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.isInCheck,2,R1,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,5,0,5,0,3,1,2,0,8,0,8,0,4,1,2,1,null,null
127,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.isInCheck,3,R2,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,5,0,5,0,3,0,3,0,8,0,8,0,4,0,3,1,null,null
127,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.isInCheck,4,R3,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,5,5,0,0,3,3,0,0,8,8,0,0,4,3,0,1,null,null
127,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.isInCheck,5,R4,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,5,0,5,0,3,1,2,0,8,0,8,0,4,0,3,1,null,null
127,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.isInCheck,6,R5,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,5,5,0,0,3,3,0,0,8,8,0,0,4,3,0,1,null,null
127,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.isInCheck,7,R6,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,5,5,0,0,3,3,0,0,8,8,0,0,4,3,0,1,null,null
127,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.isInCheck,8,R7,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,5,0,5,0,3,0,3,0,8,0,8,0,4,0,3,1,null,null
128,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setBoard,1,R0,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
128,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setBoard,2,R1,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
128,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setBoard,3,R2,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
128,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setBoard,4,R3,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
128,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setBoard,5,R4,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
128,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setBoard,6,R5,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
128,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setBoard,7,R6,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
128,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setBoard,8,R7,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
129,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setGame,1,R0,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
129,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setGame,2,R1,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
129,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setGame,3,R2,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
129,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setGame,4,R3,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
129,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setGame,5,R4,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
129,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setGame,6,R5,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
129,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setGame,7,R6,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
129,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setGame,8,R7,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
130,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setMoveRight,1,R0,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
130,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setMoveRight,2,R1,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
130,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setMoveRight,3,R2,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
130,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setMoveRight,4,R3,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
130,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setMoveRight,5,R4,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
130,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setMoveRight,6,R5,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
130,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setMoveRight,7,R6,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
130,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setMoveRight,8,R7,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
131,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setPlyGenerator,1,R0,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
131,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setPlyGenerator,2,R1,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
131,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setPlyGenerator,3,R2,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
131,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setPlyGenerator,4,R3,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
131,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setPlyGenerator,5,R4,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
131,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setPlyGenerator,6,R5,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
131,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setPlyGenerator,7,R6,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
131,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.setPlyGenerator,8,R7,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
132,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.whiteHasMoveRight,1,R0,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
132,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.whiteHasMoveRight,2,R1,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
132,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.whiteHasMoveRight,3,R2,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
132,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.whiteHasMoveRight,4,R3,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
132,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.whiteHasMoveRight,5,R4,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
132,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.whiteHasMoveRight,6,R5,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
132,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.whiteHasMoveRight,7,R6,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
132,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl.whiteHasMoveRight,8,R7,21,de.java_chess.javaChess.engine.BitBoardAnalyzerImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
134,de.java_chess.javaChess.engine.BitUtils.getHighestBit,1,R0,22,de.java_chess.javaChess.engine.BitUtils,E,E,0,0,1,6,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,null,null
134,de.java_chess.javaChess.engine.BitUtils.getHighestBit,2,R1,22,de.java_chess.javaChess.engine.BitUtils,E,E,0,0,1,6,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,null,null
134,de.java_chess.javaChess.engine.BitUtils.getHighestBit,3,R2,22,de.java_chess.javaChess.engine.BitUtils,E,E,0,0,1,6,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,null,null
134,de.java_chess.javaChess.engine.BitUtils.getHighestBit,4,R3,22,de.java_chess.javaChess.engine.BitUtils,E,E,0,0,1,6,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,null,null
134,de.java_chess.javaChess.engine.BitUtils.getHighestBit,5,R4,22,de.java_chess.javaChess.engine.BitUtils,E,E,0,0,1,6,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,null,null
134,de.java_chess.javaChess.engine.BitUtils.getHighestBit,6,R5,22,de.java_chess.javaChess.engine.BitUtils,E,E,0,0,1,6,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,null,null
134,de.java_chess.javaChess.engine.BitUtils.getHighestBit,7,R6,22,de.java_chess.javaChess.engine.BitUtils,E,E,0,0,1,6,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,null,null
134,de.java_chess.javaChess.engine.BitUtils.getHighestBit,8,R7,22,de.java_chess.javaChess.engine.BitUtils,E,E,0,0,1,6,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,null,null
149,de.java_chess.javaChess.engine.ChessEngineImpl.-init-,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,15,15,0,0,6,6,0,0,null,null
149,de.java_chess.javaChess.engine.ChessEngineImpl.-init-,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,15,15,0,0,6,1,5,0,null,null
149,de.java_chess.javaChess.engine.ChessEngineImpl.-init-,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,15,0,15,0,6,0,6,0,null,null
149,de.java_chess.javaChess.engine.ChessEngineImpl.-init-,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,15,15,0,0,6,5,1,0,null,null
149,de.java_chess.javaChess.engine.ChessEngineImpl.-init-,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,15,15,0,0,6,3,3,0,null,null
149,de.java_chess.javaChess.engine.ChessEngineImpl.-init-,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,15,15,0,0,6,6,0,0,null,null
149,de.java_chess.javaChess.engine.ChessEngineImpl.-init-,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,15,15,0,0,6,6,0,0,null,null
149,de.java_chess.javaChess.engine.ChessEngineImpl.-init-,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,15,0,15,0,6,0,6,0,null,null
150,de.java_chess.javaChess.engine.ChessEngineImpl.actionPerformed,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,4,4,0,0,1,1,0,0,null,null
150,de.java_chess.javaChess.engine.ChessEngineImpl.actionPerformed,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,4,4,0,0,1,1,0,0,null,null
150,de.java_chess.javaChess.engine.ChessEngineImpl.actionPerformed,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,1,0,1,0,null,null
150,de.java_chess.javaChess.engine.ChessEngineImpl.actionPerformed,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,4,4,0,0,1,1,0,0,null,null
150,de.java_chess.javaChess.engine.ChessEngineImpl.actionPerformed,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,4,4,0,0,1,1,0,0,null,null
150,de.java_chess.javaChess.engine.ChessEngineImpl.actionPerformed,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,4,4,0,0,1,1,0,0,null,null
150,de.java_chess.javaChess.engine.ChessEngineImpl.actionPerformed,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,4,4,0,0,1,1,0,0,null,null
150,de.java_chess.javaChess.engine.ChessEngineImpl.actionPerformed,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,4,0,4,0,1,0,1,0,null,null
151,de.java_chess.javaChess.engine.ChessEngineImpl.activatePermanentBrain,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,null,null
151,de.java_chess.javaChess.engine.ChessEngineImpl.activatePermanentBrain,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,null,null
151,de.java_chess.javaChess.engine.ChessEngineImpl.activatePermanentBrain,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,null,null
151,de.java_chess.javaChess.engine.ChessEngineImpl.activatePermanentBrain,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,null,null
151,de.java_chess.javaChess.engine.ChessEngineImpl.activatePermanentBrain,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,null,null
151,de.java_chess.javaChess.engine.ChessEngineImpl.activatePermanentBrain,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,null,null
151,de.java_chess.javaChess.engine.ChessEngineImpl.activatePermanentBrain,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,null,null
151,de.java_chess.javaChess.engine.ChessEngineImpl.activatePermanentBrain,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,null,null
152,de.java_chess.javaChess.engine.ChessEngineImpl.addEngineStatusListener,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
152,de.java_chess.javaChess.engine.ChessEngineImpl.addEngineStatusListener,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
152,de.java_chess.javaChess.engine.ChessEngineImpl.addEngineStatusListener,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
152,de.java_chess.javaChess.engine.ChessEngineImpl.addEngineStatusListener,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
152,de.java_chess.javaChess.engine.ChessEngineImpl.addEngineStatusListener,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
152,de.java_chess.javaChess.engine.ChessEngineImpl.addEngineStatusListener,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
152,de.java_chess.javaChess.engine.ChessEngineImpl.addEngineStatusListener,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
152,de.java_chess.javaChess.engine.ChessEngineImpl.addEngineStatusListener,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
154,de.java_chess.javaChess.engine.ChessEngineImpl.analyzeBoard,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,null,null
154,de.java_chess.javaChess.engine.ChessEngineImpl.analyzeBoard,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,1,1,0,null,null
154,de.java_chess.javaChess.engine.ChessEngineImpl.analyzeBoard,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,null,null
154,de.java_chess.javaChess.engine.ChessEngineImpl.analyzeBoard,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,null,null
154,de.java_chess.javaChess.engine.ChessEngineImpl.analyzeBoard,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,1,1,0,null,null
154,de.java_chess.javaChess.engine.ChessEngineImpl.analyzeBoard,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,null,null
154,de.java_chess.javaChess.engine.ChessEngineImpl.analyzeBoard,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,null,null
154,de.java_chess.javaChess.engine.ChessEngineImpl.analyzeBoard,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,null,null
155,de.java_chess.javaChess.engine.ChessEngineImpl.computeBestPly,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,14,14,0,0,6,4,0,2,null,null
155,de.java_chess.javaChess.engine.ChessEngineImpl.computeBestPly,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,14,14,0,0,6,1,3,2,null,null
155,de.java_chess.javaChess.engine.ChessEngineImpl.computeBestPly,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,14,0,14,0,6,0,4,2,null,null
155,de.java_chess.javaChess.engine.ChessEngineImpl.computeBestPly,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,14,14,0,0,6,1,3,2,null,null
155,de.java_chess.javaChess.engine.ChessEngineImpl.computeBestPly,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,0,1,0,14,14,0,0,6,2,2,2,null,null
155,de.java_chess.javaChess.engine.ChessEngineImpl.computeBestPly,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,14,14,0,0,6,2,2,2,null,null
155,de.java_chess.javaChess.engine.ChessEngineImpl.computeBestPly,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,14,14,0,0,6,4,0,2,null,null
155,de.java_chess.javaChess.engine.ChessEngineImpl.computeBestPly,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,14,0,14,0,6,1,3,2,null,null
156,de.java_chess.javaChess.engine.ChessEngineImpl.createLogFile,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
156,de.java_chess.javaChess.engine.ChessEngineImpl.createLogFile,2,R1,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
156,de.java_chess.javaChess.engine.ChessEngineImpl.createLogFile,3,R2,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
156,de.java_chess.javaChess.engine.ChessEngineImpl.createLogFile,4,R3,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
156,de.java_chess.javaChess.engine.ChessEngineImpl.createLogFile,5,R4,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
156,de.java_chess.javaChess.engine.ChessEngineImpl.createLogFile,6,R5,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
156,de.java_chess.javaChess.engine.ChessEngineImpl.createLogFile,7,R6,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
156,de.java_chess.javaChess.engine.ChessEngineImpl.createLogFile,8,R7,24,de.java_chess.javaChess.engine.ChessEngineImpl,N,N,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,null,null
158,de.java_chess.javaChess.engine.ChessEngineImpl.getAnalyzedBoards,1,R0,24,de.java_chess.javaChess.engine.ChessEngineImpl,T,T,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,null,null
